Read 2000 bodies from file dataset_2d/bodies_2d_2000.csv
Using 7 MPI processes

Initial state:
ID	Mass		Pos_X		Pos_Y		Vel_X		Vel_Y
---------------------------------------------------------------
0	45.24		-54.54		-32.58		-4.68		-8.78
1	64.54		88.14		-56.70		-7.45		9.26
2	29.92		49.91		55.81		3.91		3.11
3	14.50		-2.64		-24.34		-6.34		1.17
4	42.52		12.61		43.83		-4.66		8.09
5	95.87		-7.83		-4.33		-0.97		-9.28
6	79.36		-67.35		-33.36		-9.37		2.42
7	16.86		9.98		-44.56		-5.59		-3.04
8	10.92		-8.03		80.20		9.53		5.96
9	58.73		-58.10		65.06		8.70		-5.73
10	36.64		33.67		-87.00		-0.10		1.14
11	81.36		-61.93		-2.36		-4.16		-1.69
12	23.94		-56.39		-7.26		0.36		6.94
13	72.66		46.30		-6.74		1.79		-4.54
14	36.49		54.91		-58.84		-3.53		-4.12
15	46.22		92.85		91.41		4.19		-2.85
16	53.31		-94.05		39.15		5.71		-9.59
17	73.39		-71.76		-41.48		-5.39		0.33
18	90.12		53.22		12.32		3.70		1.46
19	76.28		-92.08		-44.10		7.07		-6.20
20	49.20		-9.49		-78.41		-9.95		-6.72
21	70.94		-96.18		-60.38		5.28		-6.61
22	66.62		3.46		-29.73		-0.47		1.26
23	6.11		89.27		-99.69		9.30		-4.89
24	23.08		83.99		70.75		-3.49		8.25
25	41.17		-98.41		-31.33		4.52		0.27
26	97.18		-83.73		-32.78		7.95		2.90
27	86.72		39.26		3.74		4.38		4.62
28	26.87		-32.33		-49.98		9.18		8.12
29	81.19		-55.40		84.41		2.58		-2.69
30	64.52		-68.74		13.14		3.66		3.92
31	3.95		55.82		65.89		-9.20		9.06
32	85.90		-47.31		-79.87		-1.90		1.94
33	42.45		10.79		38.83		-8.55		6.25
34	18.19		-35.54		-98.61		1.07		-9.35
35	65.38		93.33		27.94		-0.55		-9.66
36	19.80		85.94		80.80		-5.54		0.77
37	25.33		53.74		12.51		9.30		-1.17
38	14.13		-38.06		58.25		-1.00		6.74
39	51.23		-25.54		4.03		9.11		3.34
40	5.13		8.15		32.87		0.01		-3.39
41	92.95		71.49		7.98		5.39		-8.81
42	81.40		-46.72		-26.58		-8.59		-9.81
43	87.91		-92.88		-7.34		8.68		-6.64
44	43.05		66.02		14.18		9.22		-5.05
45	38.74		23.41		73.23		8.70		0.87
46	27.63		46.57		-96.73		3.33		1.93
47	6.23		-25.23		-26.21		8.47		-4.40
48	37.61		66.61		-66.51		-9.60		0.42
49	19.41		-38.60		-99.94		-3.96		-9.42
50	71.00		-7.98		-93.21		7.77		9.84
51	40.94		28.94		-4.47		0.91		-8.52
52	29.05		-17.52		-26.90		9.10		-9.89
53	76.40		8.62		-20.94		-4.60		6.08
54	24.81		-54.89		34.42		-10.00		-1.12
55	15.49		18.23		3.74		4.58		-5.67
56	87.55		85.16		71.60		0.69		5.96
57	86.88		52.59		-64.74		-8.33		-3.05
58	49.48		23.52		38.09		5.26		5.21
59	72.25		-39.82		64.49		5.56		-0.50
60	14.00		-28.36		-3.56		-9.35		6.80
61	57.70		-8.51		-89.33		7.42		-9.27
62	99.13		-82.64		80.45		-1.08		-8.27
63	83.15		-44.89		62.80		2.42		7.20
64	65.95		22.26		48.00		-9.40		9.59
65	9.96		-77.50		-6.65		1.01		-7.73
66	3.30		68.71		-92.62		-4.62		-6.55
67	50.46		4.42		81.84		4.35		-1.38
68	50.36		58.35		36.17		-2.05		-5.36
69	90.12		-52.74		77.25		9.90		-5.32
70	12.75		-86.39		-84.13		6.43		7.82
71	18.90		-39.96		-40.14		-9.88		-7.03
72	20.72		28.40		95.76		-0.73		-8.73
73	97.22		55.05		50.91		0.94		4.65
74	24.31		-40.04		88.37		7.44		-1.17
75	39.01		80.13		31.68		4.42		6.67
76	45.65		28.07		90.75		9.67		-8.58
77	97.44		63.04		-55.21		-8.77		-0.60
78	16.68		-37.33		-51.76		-1.15		0.45
79	13.27		95.43		-38.36		-2.26		-8.10
