Read 10000 bodies from file dataset_2d/bodies_2d_10000.csv
Using 5 MPI processes

Initial state:
ID	Mass		Pos_X		Pos_Y		Vel_X		Vel_Y
---------------------------------------------------------------
0	86.18		79.24		-86.58		8.82		7.78
1	87.86		61.14		67.77		-0.64		-5.80
2	8.45		-89.07		-53.27		-2.54		3.27
3	24.78		-54.37		-77.10		6.13		-6.24
4	3.96		-10.32		-2.83		6.14		-6.54
5	60.80		17.56		12.04		-6.46		-2.78
6	91.26		71.15		24.98		9.50		4.55
7	79.73		49.42		-16.72		-6.82		-3.05
8	25.05		-19.24		88.97		8.21		4.73
9	70.68		-98.22		-64.17		-8.20		-3.28
10	7.44		68.74		19.46		7.81		-6.62
11	7.45		16.08		-34.75		3.51		5.26
12	89.57		42.17		79.56		4.19		7.69
13	10.13		4.10		-21.49		4.68		-5.17
14	46.50		4.18		-68.45		2.32		-3.58
15	79.84		49.25		-28.92		-1.30		0.21
16	61.14		-43.90		95.20		-3.10		-9.00
17	72.69		67.18		-20.71		-9.46		-5.51
18	58.02		98.29		-51.72		7.45		-4.45
19	55.26		-70.62		-0.04		-1.35		6.67
20	66.82		-90.85		-18.20		-9.34		-1.16
21	66.65		75.09		-28.40		6.50		0.63
22	93.34		44.47		15.29		-1.97		9.82
23	68.87		-42.71		-49.73		0.81		-9.19
24	7.82		-17.69		85.00		0.62		3.24
25	37.65		-41.59		-26.78		1.46		4.16
26	96.42		-78.07		-76.96		7.86		8.01
27	96.67		82.77		4.23		-5.33		-5.89
28	63.50		-27.36		-39.87		1.36		-1.04
29	32.33		-78.71		15.46		1.29		0.66
30	9.84		0.38		-41.35		5.21		8.81
31	62.11		-29.99		73.47		-3.10		9.02
32	98.79		69.49		29.86		-2.60		1.28
33	39.86		39.54		57.20		4.93		7.85
34	48.72		-3.99		-41.19		-3.78		8.94
35	21.76		-80.48		-82.77		-7.67		1.01
36	8.83		33.95		-55.99		-7.71		-0.18
37	64.81		-31.18		-50.93		-1.80		-7.36
38	69.09		84.66		63.82		3.11		4.88
39	14.68		-48.94		-73.25		-0.47		-3.12
40	51.94		-77.00		4.42		-9.50		6.69
41	5.95		67.89		6.11		9.91		5.88
42	77.01		17.95		82.01		3.81		-8.73
43	77.89		-21.53		-24.52		6.51		-0.53
44	35.39		14.11		23.88		9.23		2.18
45	89.36		-19.20		48.16		4.45		6.90
46	39.75		3.29		24.60		-8.15		6.85
47	70.34		43.40		71.17		8.86		-9.06
48	97.88		98.09		13.61		-9.00		4.75
49	67.48		-63.21		-95.46		3.23		3.35
50	52.71		-21.59		-77.17		9.97		-9.80
51	42.22		-30.03		-20.10		-9.47		2.85
52	10.08		78.91		83.55		3.56		2.99
53	31.26		-93.60		-25.85		-5.38		-4.49
54	56.83		18.09		64.24		0.92		4.90
55	74.25		-26.58		77.33		-7.25		0.23
56	8.23		4.94		-73.73		8.49		-5.79
57	52.46		-80.28		-66.95		-2.41		-0.33
58	47.32		51.99		71.39		8.51		-3.47
59	7.86		-32.47		76.53		-3.51		9.97
60	21.45		28.94		12.54		2.32		4.36
61	53.48		64.45		-62.95		-9.76		7.22
62	78.79		15.40		-78.54		6.94		-4.76
63	81.07		49.20		-10.41		9.23		5.82
64	71.91		64.81		-3.26		2.25		-1.31
65	66.68		-46.99		-19.12		-2.73		-9.11
66	51.84		-7.26		80.01		7.75		-3.91
67	14.73		29.35		-72.33		1.34		-4.23
68	66.21		8.27		-89.67		-5.96		-8.41
69	17.44		26.25		83.96		-9.65		2.71
70	90.19		-35.65		-58.80		-7.95		9.37
71	22.03		95.94		33.88		8.03		-8.47
72	21.95		-20.35		-13.77		8.81		9.42
73	74.71		-20.86		-24.60		-3.42		8.10
74	8.41		59.98		-4.55		-6.42		7.05
75	66.72		17.32		-21.25		-1.37		0.79
76	97.69		-8.90		42.53		-8.89		1.77
77	67.41		-19.60		43.03		-8.73		8.49
78	6.66		58.35		25.57		4.94		-2.30
79	15.23		-74.89		-78.42		5.25		5.31
80	20.34		53.01		92.70		1.05		4.30
81	81.47		-25.64		-47.42		-6.09		2.06
82	98.40		23.99		-85.28		7.41		-6.34
83	86.02		91.75		1.74		-6.00		-5.41
84	84.76		25.82		10.56		-4.22		-6.22
85	98.57		40.41		-70.26		-5.61		8.89
86	38.51		-75.02		-80.68		7.05		1.74
87	39.36		-30.08		69.14		1.38		-4.89
88	88.72		-87.76		-37.55		-5.62		-1.20
89	82.28		-30.20		-33.85		6.01		-5.57
90	49.95		2.07		23.84		-7.75		-4.43
91	72.43		93.62		-87.43		-6.21		8.67
92	6.90		43.07		-90.75		3.17		-9.98
93	42.15		-36.72		-68.88		-4.82		1.79
94	65.34		-89.62		50.34		-6.89		6.58
95	97.70		-10.56		87.26		8.63		-9.98
96	95.61		-55.45		15.17		-7.77		4.01
97	23.32		-7.09		-89.44		-4.91		6.51
98	81.25		99.69		95.05		-7.86		-2.20
99	13.32		1.52		48.49		-7.41		-4.83
100	66.00		-46.67		-87.81		9.09		-1.13
101	49.34		59.04		62.05		7.01		-3.33
102	29.00		-62.65		49.03		4.94		-8.52
103	81.91		-66.47		74.45		-5.25		-9.64
104	45.75		23.97		-7.79		-6.25		-9.01
105	61.85		-55.05		2.39		-5.61		7.24
106	70.98		-95.76		46.42		7.98		3.84
107	84.70		-74.24		-35.41		-6.38		-9.88
108	64.66		-1.38		-80.47		-2.42		7.92
109	97.86		-73.55		-9.75		-0.85		4.77
110	17.28		35.82		-96.79		-6.14		-1.30
111	35.59		-58.52		-3.96		2.34		8.25
112	74.80		53.60		36.35		8.50		3.85
113	32.40		-72.49		99.36		7.85		-6.75
114	58.71		-66.68		2.23		-7.51		-2.01
115	49.52		-49.11		72.67		-7.22		-0.43
116	12.21		6.00		37.94		2.45		0.96
117	76.24		46.62		38.62		-5.31		4.35
118	94.94		49.27		-27.98		8.37		-1.58
119	47.83		88.57		97.27		-7.73		-8.51
120	98.60		-79.57		26.08		-1.53		-2.98
121	42.02		-55.23		-66.59		8.24		-4.09
122	15.05		24.98		35.80		3.30		-8.16
123	34.49		56.60		99.13		4.07		6.30
124	93.45		-81.51		65.56		-7.68		6.94
125	18.31		-9.87		-73.28		-8.13		6.25
126	29.45		7.28		22.53		6.72		4.28
127	29.83		43.95		-65.20		5.50		3.36
128	34.53		62.80		-31.58		-3.35		-7.24
129	12.07		-31.43		2.82		-9.74		-3.72
130	50.15		13.74		20.85		3.93		5.19
131	22.49		-68.04		-49.03		-2.07		5.70
132	14.70		13.43		32.29		-2.83		2.22
133	31.29		-71.14		49.37		0.67		-0.28
134	8.29		41.26		27.17		2.94		-9.42
135	95.14		-44.40		-40.10		-1.49		-8.83
136	69.72		-77.04		-65.15		8.65		-1.91
137	54.97		-17.57		-76.61		8.33		-5.35
138	61.85		-41.30		52.34		2.41		-0.91
139	16.39		-36.20		-94.91		9.70		7.09
140	47.00		-31.91		84.41		5.01		4.10
141	72.98		-65.67		-19.00		-7.05		1.13
142	35.01		60.28		-82.16		-4.46		-3.64
143	88.85		52.03		-5.05		-0.90		6.94
144	45.79		63.84		-84.52		4.14		7.20
145	71.50		35.92		-38.04		-2.70		-7.28
146	84.66		26.94		89.64		-1.52		-7.46
147	2.56		-76.55		94.91		6.51		9.68
148	95.74		39.95		84.09		1.35		-8.39
149	16.37		73.59		-22.05		-1.29		5.78
150	74.62		85.93		6.01		-8.11		-5.15
151	34.71		82.59		12.49		9.03		7.54
152	64.76		86.04		-61.53		-8.40		1.28
153	84.89		-19.22		36.62		0.51		-6.18
154	7.84		19.04		-99.89		8.95		-4.78
155	33.43		30.04		-91.60		4.42		4.48
156	57.49		64.86		-21.87		-6.34		-1.01
157	53.34		92.17		87.26		4.94		-9.67
158	52.95		-83.37		71.38		7.50		9.83
159	16.28		-31.49		-14.38		3.20		-2.00
160	55.99		-78.26		95.38		2.01		3.63
161	91.79		0.13		-86.45		-0.10		2.93
162	30.38		90.28		-74.80		-9.07		1.78
163	96.54		-31.59		40.39		-9.73		4.11
164	79.89		15.83		-15.92		3.76		-3.93
165	48.93		26.66		94.52		-4.55		-5.20
166	47.13		68.54		-79.51		4.55		0.60
167	82.30		-29.00		95.62		-0.23		-0.73
168	80.37		-20.05		-57.41		-1.78		-9.33
169	47.90		-29.15		2.17		-5.94		4.34
170	66.41		86.23		-54.51		-7.39		-1.89
171	53.32		83.06		-47.96		0.57		-5.46
172	84.59		-65.52		49.92		1.71		-1.10
173	68.87		17.19		20.87		3.01		-4.02
174	88.91		71.79		-50.69		-5.46		-6.49
175	15.57		57.57		24.50		2.98		8.86
176	50.93		-6.47		-86.57		6.99		9.51
177	54.87		-45.40		18.05		-2.49		9.79
178	80.04		-77.74		-54.61		-9.48		6.46
179	7.17		70.84		-41.24		-1.62		-0.36
180	66.60		-56.35		-11.30		2.68		2.75
181	61.88		82.02		-18.39		-2.86		2.21
182	75.83		25.77		-51.57		-9.56		5.89
183	48.90		-94.56		47.53		-2.53		4.77
184	41.90		41.66		-25.77		-1.34		-2.05
185	85.08		16.77		-3.73		6.38		-5.83
186	63.77		46.35		-69.75		-3.27		6.03
187	59.06		-25.71		22.58		-8.05		-8.92
188	68.50		-80.43		-11.97		-6.17		-2.40
189	8.05		-4.99		-3.82		-7.55		-9.29
190	22.45		53.75		72.52		-4.66		-1.98
191	9.14		67.42		76.61		-9.02		-6.77
192	97.32		-29.54		-55.28		-6.88		-3.35
193	89.80		-9.45		-8.12		-1.66		-2.88
194	96.67		91.52		30.28		2.90		2.32
195	52.87		10.03		-44.45		6.89		-8.92
196	28.92		57.94		1.69		6.02		1.16
197	61.26		-46.02		54.88		-9.75		9.87
198	12.07		87.50		-55.99		6.06		-3.42
199	87.91		15.45		61.45		-0.24		-8.59
200	1.78		-64.80		-25.93		-1.95		8.23
201	21.04		73.35		-82.17		1.74		-7.29
202	40.97		65.81		-26.76		-8.64		0.91
203	50.57		33.13		42.70		-1.95		-4.07
204	4.89		-57.57		-84.07		9.91		0.56
205	57.54		-84.38		-84.02		2.65		3.75
206	49.08		34.51		24.05		5.24		-1.85
207	5.56		-18.65		35.78		2.65		-4.52
208	16.50		-99.11		61.28		-2.58		3.67
209	42.20		-89.52		70.73		9.50		4.05
210	31.54		-10.35		97.73		6.53		3.54
211	78.78		-66.90		33.06		6.82		-9.48
212	58.86		-52.52		61.25		8.68		-7.92
213	45.38		32.11		72.89		-5.19		4.43
214	80.61		60.06		92.58		-0.01		9.53
215	86.92		-54.78		-1.62		5.74		4.33
216	27.21		-44.62		14.93		-8.49		-3.39
217	62.01		-51.28		60.09		2.08		2.72
218	35.86		3.36		-2.70		0.54		4.06
219	86.37		78.68		99.63		-0.98		9.29
220	90.87		-53.99		7.00		4.17		6.60
221	70.32		74.54		-69.59		-2.95		4.15
222	83.99		17.88		-94.54		-2.28		9.66
223	15.76		-13.09		-67.71		-3.84		3.10
224	75.98		70.94		-62.47		-3.48		8.82
225	32.98		88.05		-12.48		8.72		9.19
226	81.49		-6.28		-86.27		-4.22		-3.12
227	89.27		-41.58		-30.03		7.72		-8.45
228	89.63		84.78		-20.40		9.15		-3.40
229	94.65		40.58		-57.44		-7.66		-6.21
230	29.97		-18.93		-4.97		9.87		-6.99
231	33.75		-25.53		1.71		9.44		-6.54
232	36.47		-45.52		-41.51		5.74		-9.24
233	96.85		0.35		16.42		4.69		2.62
234	63.06		97.62		36.97		-2.11		-2.79
235	67.88		0.26		-3.54		-1.54		-2.93
236	45.80		30.52		20.82		1.69		0.13
237	79.53		87.21		48.18		-8.99		-2.91
238	38.44		-3.30		-9.32		-7.68		0.93
239	96.18		-79.14		45.94		1.85		2.90
240	96.81		47.76		-88.14		-7.95		-7.16
241	6.26		18.28		80.75		2.71		4.47
242	44.72		-1.50		-43.15		-8.22		3.89
243	58.87		-59.28		-41.73		-6.99		-9.00
244	22.55		48.20		35.87		-7.44		-8.46
245	94.42		-4.66		49.69		-6.89		7.96
246	46.71		-95.53		-42.05		0.81		-9.70
247	79.88		99.97		-53.86		-1.01		0.86
248	81.23		-79.78		-46.41		7.35		-6.11
249	86.57		-61.85		56.10		1.40		-7.99
250	31.91		-31.40		-12.22		2.60		-7.57
251	12.50		-99.90		-45.44		-1.47		-2.86
252	13.86		-16.78		84.56		-6.46		9.89
253	64.52		72.18		80.37		5.91		-5.04
254	64.21		-93.19		-16.47		-3.95		9.28
255	40.15		42.32		73.21		-6.29		-7.48
256	20.26		62.05		-52.69		8.58		2.72
257	44.23		-33.17		13.24		3.36		-1.48
258	25.99		8.51		11.17		6.14		-4.01
259	10.47		33.80		-95.66		9.14		-3.92
260	72.08		-81.29		-52.91		6.01		-8.90
261	20.88		29.50		-26.81		1.73		4.75
262	87.22		44.07		-29.42		-5.46		-6.53
263	31.94		-54.48		-36.99		-9.94		8.47
264	70.54		80.94		5.23		-5.31		-2.02
265	18.12		94.09		-42.32		-4.98		5.57
266	17.61		85.02		-25.30		4.47		-3.34
267	21.89		71.22		-88.16		2.28		-9.96
268	59.79		31.03		47.43		-5.86		-0.44
269	79.05		-4.84		-29.61		-3.09		-7.84
270	81.75		96.44		94.81		-2.76		-6.61
271	48.96		75.19		56.04		6.20		-4.82
272	21.81		-92.64		63.18		-5.10		-0.95
273	3.05		98.35		99.66		5.81		2.91
274	43.97		-76.55		-20.18		2.78		-8.38
275	16.41		-94.69		-28.85		-1.17		-6.07
276	87.19		-3.32		80.40		-4.12		5.40
277	35.18		-9.45		57.89		5.16		-4.94
278	56.11		-94.63		27.36		-8.17		2.88
279	9.68		-45.98		35.57		4.46		0.57
280	31.51		3.24		64.16		-5.45		-1.69
281	29.92		-48.63		11.08		-8.58		5.76
