Read 3000 bodies from file dataset_2d/bodies_2d_3000.csv
Using 8 MPI processes

Initial state:
ID	Mass		Pos_X		Pos_Y		Vel_X		Vel_Y
---------------------------------------------------------------
0	63.49		86.97		36.12		-7.57		-5.34
1	20.67		-96.82		55.89		-3.55		8.30
2	21.19		-60.45		-22.41		-4.85		0.20
3	79.59		46.97		-26.85		6.13		1.71
4	36.11		13.41		35.99		3.46		-1.38
5	11.32		-9.59		-89.28		-7.82		6.37
6	37.92		2.54		44.54		-8.40		-0.96
7	13.53		-64.16		-40.78		-9.92		9.44
8	31.98		78.99		-96.64		7.00		4.11
9	62.60		44.52		32.68		-5.63		-1.15
10	32.75		-10.99		-40.13		-4.55		3.38
11	71.36		-83.02		-63.24		-0.01		-0.05
12	97.27		67.11		21.17		0.33		-3.77
13	27.33		-77.76		37.43		3.91		-4.20
14	62.22		58.54		-17.85		-5.15		-4.65
15	18.61		14.07		6.46		9.62		-5.60
16	78.62		83.24		-60.46		7.20		1.42
17	76.52		-39.78		12.60		7.76		-5.03
18	3.50		-32.94		62.93		1.38		-1.82
19	39.19		-27.41		49.97		9.98		-4.07
20	42.10		37.94		22.37		-7.89		9.51
21	10.34		41.40		-54.51		-0.56		-4.58
22	70.55		17.46		39.22		2.37		-6.42
23	6.51		-26.71		-93.81		5.78		7.03
24	57.26		-53.18		64.30		8.84		4.81
25	94.81		37.92		97.50		-5.00		-8.08
26	16.80		20.01		95.17		-0.74		2.86
27	19.56		-55.68		-1.82		7.46		-0.29
28	74.43		86.17		-18.65		2.63		5.03
29	89.33		-19.29		-23.06		-1.76		-3.82
30	67.29		63.87		-69.74		-3.71		-8.14
31	24.78		-71.37		-34.64		-1.77		5.24
32	37.93		-8.09		-70.40		0.85		5.01
33	21.83		22.95		34.99		-0.71		-6.44
34	89.08		34.79		-60.88		5.63		9.14
35	83.10		-49.01		-4.34		2.25		-2.04
36	94.97		17.08		2.39		-1.87		8.58
37	80.35		62.51		-28.40		1.66		5.15
38	38.34		-2.10		-53.76		7.83		-3.61
39	64.50		75.55		68.58		2.37		4.86
40	53.18		-92.10		38.32		8.40		-8.71
41	90.91		-57.67		92.79		-0.27		-2.28
42	40.50		60.58		-54.31		6.84		6.90
43	72.40		9.69		61.11		5.53		2.94
44	46.26		48.46		7.92		-8.74		-2.52
45	46.41		68.54		-52.27		7.32		6.79
46	27.77		-47.76		65.97		-2.94		-8.77
47	18.46		-65.90		1.50		-0.96		2.13
48	82.87		24.57		89.85		5.05		9.03
49	51.18		53.92		20.21		-4.02		7.28
50	92.04		-31.92		-88.55		2.39		6.54
51	87.51		-27.36		48.59		5.39		-9.98
52	13.28		36.61		-53.28		7.18		9.08
53	67.76		-80.56		33.23		7.18		-8.73
54	10.25		66.60		-86.95		0.57		-4.56
55	4.02		-93.32		11.07		-0.34		-0.64
56	16.31		98.02		-86.70		-4.24		-5.60
57	32.14		-12.76		98.24		1.86		2.31
58	76.48		-4.34		81.96		-2.63		7.52
59	7.82		-88.52		-79.98		-5.61		0.69
60	13.21		-20.02		19.50		5.29		-2.26
61	16.34		47.74		37.42		1.52		-8.79
62	68.99		71.94		-13.76		2.99		1.24
63	49.47		53.45		93.25		1.31		0.65
64	73.51		95.54		71.22		-0.95		3.22
65	84.47		4.89		67.41		0.03		-0.08
66	81.47		-88.40		20.91		-4.48		-3.83
67	40.39		-97.67		41.04		9.41		4.30
68	69.95		3.44		14.30		-4.08		4.87
69	16.63		41.86		4.98		6.99		9.54
70	84.69		-45.81		21.71		4.46		9.84
71	81.33		76.94		47.90		-2.63		-9.80
72	39.87		-53.41		90.84		-7.53		0.34
73	39.91		1.74		-5.44		7.80		5.66
74	90.71		-60.15		-19.78		9.67		8.86
75	33.13		16.43		47.31		-7.57		0.57
76	47.30		87.79		-66.58		-7.92		3.53
77	29.37		83.45		82.33		-9.72		3.35
78	4.57		-52.17		-58.87		-7.34		-2.18
79	78.50		-50.24		-18.32		4.92		4.06
80	49.65		-14.11		-46.66		-0.16		-1.56
81	16.23		77.68		71.20		3.30		1.21
82	28.88		12.77		11.87		-5.07		-7.91
83	73.50		-49.52		84.46		-2.23		6.35
84	28.10		90.03		-7.65		5.90		-5.62
85	80.22		-36.78		-12.33		-0.29		-4.05
86	60.00		22.14		81.07		2.09		-7.08
87	12.08		-43.35		-23.09		-9.09		-9.68
88	3.08		70.92		32.49		8.33		-7.42
89	12.59		-59.26		-18.52		6.41		-9.32
90	80.99		41.28		83.32		4.29		7.33
91	4.09		34.69		-82.83		4.75		-9.88
92	78.49		23.94		-41.92		1.22		-3.70
93	73.34		-20.87		-43.93		-0.65		1.13
94	4.93		92.65		69.65		8.55		7.62
95	43.62		-41.46		-67.89		7.76		1.71
96	10.39		-69.64		9.60		6.31		8.78
97	22.44		3.93		96.92		9.24		-2.21
98	8.25		-50.14		46.61		-2.99		6.72
99	57.11		-52.98		34.70		-7.82		1.46
100	88.62		96.04		12.06		-1.36		-8.30
101	59.52		5.47		26.19		3.82		-5.77
102	35.03		54.63		-46.67		8.74		2.60
103	46.74		-60.91		-20.21		3.65		-2.40
104	21.26		12.95		-24.60		9.15		0.45
105	80.66		-41.78		94.81		2.53		8.10
106	85.50		-92.43		-11.07		-4.33		-1.17
107	54.56		-92.83		84.52		9.67		-4.88
108	94.94		15.45		70.06		-4.32		-5.87
109	20.47		55.59		-8.30		1.98		-3.25
110	19.05		-60.88		60.96		3.92		-5.04
111	7.46		-15.84		-24.79		6.55		4.21
112	82.15		-36.78		-79.76		9.40		3.31
113	93.22		45.96		89.48		-5.58		-6.68
114	11.77		-27.74		-68.11		-1.91		-9.01
115	19.39		90.91		20.49		-2.25		0.78
116	95.78		57.28		16.79		-6.53		8.40
117	41.08		65.12		1.96		-4.85		-6.50
118	72.55		-23.87		-72.01		2.64		-4.10
119	69.73		-5.39		14.86		-1.95		-1.85
120	10.20		-56.55		90.49		-9.39		0.22
121	5.62		22.70		73.77		7.05		1.60
122	19.41		-27.71		81.76		-6.15		-0.58
123	30.15		-62.90		23.49		-2.13		-5.81
124	73.49		-79.37		-20.62		4.30		-0.36
125	31.70		59.71		-92.39		1.65		2.70
126	77.28		-4.92		65.45		8.49		-4.08
127	36.76		98.17		-77.26		0.17		-4.83
128	86.59		53.22		-75.50		5.77		6.69
129	95.40		-78.24		81.42		-8.57		-2.24
130	82.69		-86.72		-24.40		-6.35		-0.04
131	84.48		79.50		-66.88		7.18		6.00
132	61.79		-77.67		-91.71		-8.77		9.07
133	91.70		-89.93		93.43		-6.81		0.59
134	98.45		30.32		-12.68		5.51		4.66
135	9.38		42.16		-55.03		3.34		-9.39
136	23.25		54.08		81.60		2.62		-3.91
137	12.58		73.17		-7.85		8.09		-4.98
138	30.28		24.73		-32.19		4.32		-8.72
139	24.27		22.16		-28.20		3.42		7.72
140	70.62		-49.94		81.87		-9.55		-0.95
141	86.89		50.79		-93.74		3.82		1.88
142	19.85		43.95		-65.73		-7.55		-7.12
143	98.61		25.74		-7.80		-4.49		-1.54
144	23.00		26.55		-36.55		0.44		6.33
145	60.27		-16.94		-23.68		4.60		5.24
146	16.78		95.39		-42.77		3.15		-6.39
147	49.81		32.98		-68.08		-7.19		-8.22
148	49.46		78.06		-90.95		-0.23		8.64
149	94.18		70.72		-6.58		-9.15		3.80
150	28.43		45.36		38.81		3.16		8.82
151	73.07		-20.46		61.52		3.90		0.69
152	97.73		-31.34		-18.22		6.04		-9.68
153	88.00		12.71		-52.84		7.65		1.35
154	10.51		-33.23		-13.96		-4.03		9.22
155	10.45		-68.05		-3.98		-5.91		7.67
156	78.28		75.36		-35.39		-6.25		3.59
157	49.55		-7.90		77.82		0.20		-6.27
158	90.47		46.72		44.64		-8.04		-1.28
159	57.70		-62.22		12.74		6.37		-1.85
160	58.57		4.15		-91.72		1.89		3.63
161	63.41		-47.72		57.68		-3.47		4.98
162	73.78		-46.16		-11.19		1.61		-0.62
163	69.24		-94.59		78.50		-3.75		8.11
164	87.66		93.54		-14.36		-4.31		6.87
165	60.97		-8.77		-62.46		9.07		0.52
166	55.96		-55.60		1.56		-2.99		-7.86
167	49.84		35.41		78.95		-0.62		3.45
168	41.49		-54.84		-35.13		-1.72		-7.01
169	36.47		-36.29		68.09		-6.31		7.32
170	19.35		1.08		-19.26		2.51		2.64
171	77.26		0.99		57.45		-5.62		-2.99
172	66.47		35.98		-7.11		-4.23		-7.04
173	12.65		96.73		-53.12		7.67		8.37
174	97.87		84.35		-82.46		-5.21		3.27
175	81.61		70.20		-26.06		4.06		7.37
176	21.63		48.83		-28.29		1.65		5.82
177	49.05		-81.48		-41.14		0.15		2.75
178	74.51		-68.82		-60.85		4.97		-0.32
179	64.71		82.73		8.68		2.44		2.12
180	81.37		33.14		92.64		-5.75		-0.59
181	44.42		-31.77		17.68		-9.78		9.86
182	9.26		76.81		80.12		3.32		0.87
183	13.58		79.70		51.94		-7.42		9.58
184	34.07		-47.78		73.86		2.83		4.69
185	33.06		-12.24		-23.47		0.67		-4.85
186	16.15		-66.17		48.23		9.93		-7.54
187	11.86		-80.20		50.93		4.92		-7.37
188	9.35		-19.46		12.41		8.21		1.08
189	28.64		-34.45		87.73		2.78		3.04
190	59.42		-38.52		-45.58		8.93		-7.20
191	20.27		-20.49		27.44		1.57		0.86
192	99.36		78.39		77.30		6.95		1.25
193	39.29		20.70		37.25		-5.85		7.30
194	14.22		-10.47		31.44		3.69		-9.31
195	48.99		21.26		66.71		3.41		-3.82
196	38.55		32.49		87.55		-4.64		1.44
197	61.19		74.08		91.07		-8.45		-7.30
198	79.23		44.58		51.75		-4.56		-7.51
199	11.54		-32.04		35.65		2.48		5.75
200	51.03		-72.25		-73.57		0.94		-0.70
201	19.24		51.69		-23.71		4.47		0.21
202	33.66		82.44		-16.02		-9.87		-1.05
203	4.67		10.14		-33.28		-9.08		-6.63
204	10.62		-8.10		88.79		-2.88		-5.78
205	49.82		-38.36		53.66		-5.80		-6.65
206	73.24		-5.54		-68.39		1.35		-7.08
207	80.06		28.43		-10.12		-3.42		-9.73
208	45.90		-73.21		-80.44		2.82		1.14
209	33.66		40.63		92.79		-6.72		2.72
210	88.82		-41.97		-65.74		-4.19		-4.61
211	33.97		28.26		-54.49		-7.57		-1.31
212	32.22		-69.46		17.47		2.12		0.50
213	83.37		-72.65		92.37		4.50		6.22
214	55.23		-35.01		3.83		6.30		-7.72
215	32.30		6.91		65.72		-6.82		6.00
216	81.15		50.17		-21.40		-9.76		5.81
217	12.86		-22.39		94.07		4.41		-1.67
218	33.38		52.60		91.32		8.34		-5.81
219	58.17		-66.58		-59.34		-8.63		5.70
220	31.10		54.74		-32.03		6.48		7.12
221	27.00		-7.39		-32.22		-9.30		3.89
222	27.76		-93.70		16.28		-6.94		8.77
223	83.42		-16.42		76.87		6.89		-7.18
224	55.02		-70.43		21.79		2.51		-0.57
225	44.36		-43.11		-50.42		-2.42		-5.27
226	62.51		79.67		-14.14		9.05		0.56
227	96.56		44.03		-88.30		-9.46		3.03
228	31.48		-81.95		96.61		3.72		-6.05
229	53.87		-52.30		9.83		-0.50		1.00
230	7.15		75.19		-64.91		7.39		-0.03
231	6.18		79.21		45.05		-7.80		-4.07
232	62.97		23.34		-54.83		7.64		-7.56
233	65.40		-67.23		-49.29		-8.43		-1.64
234	52.75		-70.13		68.16		4.62		-0.46
235	4.74		80.11		-67.12		-1.11		0.54
236	86.14		-32.38		46.46		7.82		-9.13
237	42.68		77.58		-3.69		8.17		-9.61
238	3.37		33.99		-66.01		6.42		4.91
239	69.61		30.52		48.69		3.98		5.69
240	40.14		-59.05		31.31		-1.76		0.45
241	90.50		38.40		-5.50		-8.43		7.52
242	21.48		-52.95		44.13		-4.87		-6.93
243	2.38		72.84		87.06		0.58		-2.42
244	58.08		92.49		23.97		-1.90		9.19
245	43.72		63.95		32.18		-2.93		-2.73
246	14.75		-99.47		41.08		5.64		-1.83
247	75.95		-55.82		-42.42		-6.10		-4.27
248	93.96		-37.59		6.22		8.76		2.06
249	27.55		1.34		-84.70		-6.90		4.84
250	44.77		20.77		99.51		0.40		8.10
251	90.30		77.35		0.41		6.32		-6.84
252	55.31		14.95		70.87		8.98		-5.91
253	75.21		-5.02		87.96		-5.55		-6.08
254	50.03		20.99		15.07		-0.81		-9.11
255	78.48		-78.21		3.15		-1.87		-5.46
256	17.39		-33.77		-75.77		-4.88		-7.51
257	17.17		39.91		-95.07		-2.39		6.93
258	9.02		16.10		0.19		-3.38		7.69
259	19.49		83.83		-68.44		-3.60		7.35
260	16.06		-20.31		35.98		-3.11		0.26
261	98.66		47.09		-37.96		7.21		-9.03
262	70.99		-65.55		8.91		-0.39		4.58
263	22.84		38.70		-76.44		-7.58		-0.26
264	85.46		21.53		-82.89		-2.78		4.04
