id,mass,pos_x,pos_y,vel_x,vel_y
0,59.599380875087419,-33.055338691834294,55.139133256640939,2.615162564897232,-1.625359290853223
1,85.741527325175781,-17.194613734943754,30.445227559720959,-9.294817237824541,-2.298095637052817
2,21.855225639430174,79.309317000279734,-51.493058760650946,-1.450073779035818,8.136295102294641
3,21.576815925696295,-20.114829587679829,-65.076167485818132,7.551769827891952,1.058101229385394
4,46.902919731048343,3.609729033800028,18.104466970382585,1.274801631181822,-2.632922495791901
5,33.637118874894909,74.227947332289318,37.737628091071024,-1.495229906301748,-9.112853916373240
6,48.549587981556776,66.262435899971749,49.754041033530356,-8.162665610028668,-6.909052146972075
7,62.381600714109688,13.614770738896210,-93.058873013985234,-5.733762477479739,-4.146417602458903
8,97.878414406543158,76.582973552753671,57.128221784990728,8.144825627006801,7.260081583998977
9,43.715517765538223,-89.539883393938894,36.211567396675534,4.822119364534887,8.427556708815318
10,58.172828720103325,-51.354617717525194,-1.185856669863854,4.044834916894832,8.534562401412025
11,27.713883481263053,68.658582130818360,-90.245742144306121,-6.229982910644500,-8.837532498004997
12,37.626665918733707,50.805914532535809,55.067871309693395,-3.108382512308205,7.499744378301233
13,46.730746434373927,-6.127315990976435,-73.711853254309446,-8.691584289579934,8.444836056388334
14,15.236115640895697,-15.336964866585323,18.903822582794543,4.192757711836997,0.144925230707455
15,70.099242541859084,94.780757276133244,-76.631269875792725,3.127875523578254,-6.925896523337943
16,52.918799790200097,-51.502448594429211,45.887728249939961,0.542957006682961,8.710752832930066
17,65.149795553984234,-6.035254478378538,57.940749857022659,1.368099522154381,-3.230148667931972
18,3.162125568667487,63.504195154881131,-23.784817595712187,-4.535737967650252,4.174201055286667
19,98.535610313292253,-7.217910096606027,66.511104274641653,7.113811207128789,-2.422452936178168
20,31.755181819508469,-46.293051726958659,-94.640827803055004,-7.351815304383276,-6.732213547402107
21,17.077807338985082,75.573550312939403,-17.195883422493569,0.044292578080713,-0.794663382005849
22,80.586926391123470,-3.524365194940298,-43.300406125733417,-2.457074976153457,9.441250855868148
23,29.092264494313447,5.790113979890489,-88.653564365577097,-3.209352215540065,-9.723527647732068
24,40.934815073897212,107.832744688236914,-7.885393929270256,7.992335840944911,0.737110389253925
25,11.980247290663701,17.474242557978808,54.885302299685954,-5.706889745343304,9.777375418331292
26,10.475829086361385,-92.687644189392728,11.878948903530386,6.116072978309552,-0.909836655697435
27,86.859721009428370,-38.737113866455957,15.040315991494840,2.100583954862819,-8.578079804675076
28,29.795582728500065,54.225005818119897,-91.879957832381990,-8.797539634064076,5.971732003664780
29,24.380852347137811,92.373979352589870,-32.473185396380558,-7.594132350227112,-5.343092308177894
30,31.422194722923678,-7.135231524447510,36.192634141106012,8.429758186434478,-2.228215952925723
31,43.256203210779944,-29.373889952481374,4.974159435135247,-7.092213510214525,-7.652041856591116
32,77.702086481216924,79.644393756583938,-4.413445244361880,-9.130626706663524,2.959601975279978
33,53.653175792878834,67.887824546024177,79.957657934741320,-6.719798648379986,-8.020384160822628
34,51.192443750232272,87.222320197362720,2.424255682735283,-0.991810954203110,3.787789989306009
35,41.606521342970886,-54.116965699265492,-58.737936909479572,8.073920958931163,-2.639430863821708
36,79.135195711125021,66.928265343542762,67.367563449892558,-7.255505455909367,-9.609087783975156
37,62.890046568886028,-66.616256310005099,52.794747666288536,-6.864949917868804,6.791370749028783
38,3.975197679116465,-105.275132372520517,-66.762860812163481,-9.478548426135973,-2.786427194338251
39,38.267871360100621,88.673459128506565,79.439161567090395,4.032410114891426,8.641191570637321
40,46.179361627860082,86.314008180974440,92.076271262891410,3.429930370691697,8.816241504417157
41,27.511056512631580,39.422658303845637,2.392852133725690,1.076740257348392,-0.834044683476357
42,3.488474835972458,-90.197478288488767,-56.862788594205462,-4.975786614117244,-4.883701440027075
43,3.366970919299174,-40.368217583593335,-10.743529028861916,7.481730352044491,-3.484333033703371
44,25.058698001809674,39.875939620156181,18.825789834040673,8.214749602020483,-4.553389091748278
45,77.133637932282866,105.019220565428839,-36.684586488668444,8.569747147750853,8.177372425210878
46,79.415180445186010,89.877537679810501,-99.667744318425491,9.617155131544207,-2.284856085942940
47,85.292379044014595,60.046734519168801,-62.816491203826956,1.972265312127636,-8.789144675329332
48,9.798865687475869,74.624179464401024,31.906330486093147,-3.649333086707592,4.265898157600039
49,9.161540091138324,-86.132986151064529,-52.956840102665311,4.164438865115236,-8.515355871722916
50,73.845901540273971,27.554674686266814,3.939028794650183,1.009943035581216,2.334548793353618
51,56.713952815663177,9.202238290767580,-51.834301855362980,-1.342082169482339,-6.234709549302457
52,44.262338878849839,49.549825550014077,91.045328146381337,-3.322414258673598,0.797424535967573
53,28.944655123853341,-32.753710281913513,-12.359584131575916,-7.926441673176585,6.190076131218526
54,71.069577093704595,97.777603881688549,58.213991925809161,3.455268987915764,-1.683500283795952
55,28.520885675649879,75.605527608996084,-48.174139600316259,5.279372265616410,7.341538856899271
56,4.967920801337273,-76.050203478693021,26.491593465184224,9.612545969256340,5.282934567609020
57,57.374458430858475,79.945822154113145,-34.566558257726932,5.945489669151542,-7.121669683492195
58,7.825311446867550,4.480349481392228,65.406480521209957,8.196054446179135,-3.485472249843266
59,79.553303187833052,-10.369958711360439,91.294487077409485,-8.691739271334317,9.538390026766198
60,6.860941578644002,-53.036089921534227,3.640523079599668,-8.652980298733974,-3.273116660286936
61,78.571153676714545,43.012902418837498,32.685788369708604,3.553649317759881,-4.048154734665595
62,51.428633503976471,39.882800300848274,107.397908946832473,1.721018019026243,8.442049761848795
63,84.476552711183970,50.182197368211334,-62.659197952519854,-5.253199967967223,9.921623938265981
64,14.018840372354035,-41.387030454258451,92.246361702061591,1.890998038843456,-0.385889900501348
65,20.546492608494926,12.430983069665944,61.136967134221365,-7.354396023698302,7.573995809184267
66,70.473664306494129,-70.036881854042207,107.115634674420463,-8.218526089701681,9.230665087626457
67,4.596939840707426,-22.315327108526475,24.090511038447804,6.457524654762741,9.670486544061895
68,80.154232664344136,-97.131454575965776,-80.880384798748480,-4.954263913862768,2.739418579530518
69,83.563822332339413,6.060739921720099,80.823415761870933,-4.326933744890042,7.175080584862409
70,34.345342004513071,34.385104677658695,-90.195114866932059,7.694023002011395,-8.333874468017342
71,15.434928692206011,-54.034507421969039,-63.268594691723351,9.838208373851657,7.534982774862759
72,30.583623475283222,89.760958093573166,-7.008532784013676,-5.778629387114149,6.487940553019803
73,41.406645783730667,54.603988443005100,-24.817007487286251,0.562790729235326,8.701763525542747
74,97.236683304044334,35.917510113185884,25.483937404630847,-6.751027073720761,8.685864964796691
75,78.544479568939892,82.135326550996155,-89.828634287836721,-3.311942325020567,2.210006710292962
