id,mass,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
0,10.345316876983823,17.704582265839743,37.781641467154643,20.746832866017296,-9.772749564145522,9.253773885378672,6.163716504589031
1,75.281442476080628,-39.691341877677111,-65.757365323859119,-84.213465637530845,9.286646909177273,5.941334418548948,5.213160178681061
2,67.636679509568225,91.937884599188820,-62.696645726651312,98.240006873508605,5.758748773681433,8.828269223083746,1.558765185157422
3,31.386247410173894,-32.702929861835457,-3.049490135904374,4.592976121008799,-8.052775498253895,-4.669981917424884,-6.730007415502878
4,48.458098557484824,52.889030906994414,-51.277983467261301,-51.862432642728230,9.422060487355500,-5.317932830604199,-9.049754157468175
5,24.973113594476406,6.286775019428164,51.123553588627395,3.252854982906813,2.219814273877395,5.091367961665500,-2.210515232961227
6,9.170203396360122,-93.472145746693741,-39.423476720395392,-90.523924485746718,1.057368814256211,-1.297077542385273,4.507841014670062
7,67.978678220161129,46.212522109343446,20.692565081304089,-44.065820976212166,-5.353692620050884,-0.315444810039962,7.665583759881981
8,13.171741488672634,26.662638186402763,61.445372681017865,76.373853961092067,-9.341217453754616,-6.613485241388650,-6.161395257631939
9,92.669222773582007,-53.917405763226938,-20.475942831775754,51.147169377871215,0.194184132944578,9.723820259283984,-1.510561217693836
10,37.117614846650788,-40.185917361309151,106.297930369773198,38.525738179575100,8.459045485704278,7.612492497144696,-5.818711751469219
11,40.045383838676941,62.068193071453422,-96.761192056460004,94.575310948946509,-4.109902022410989,2.144732869692836,8.592377780635394
12,7.414883669152247,30.228415831611414,40.344187729569590,46.928611350952849,-2.581602720615871,-4.313689562778573,-1.199277037688497
13,14.368925143184535,-52.183691997963884,99.300978465915037,34.813527080203457,7.427916397535749,7.966085516483691,-1.533252908829023
14,74.373363285269448,96.631004732967696,63.549696216461079,97.490704453423731,5.571482412194472,-3.936346944170757,4.374534960845033
15,58.196398833217273,-9.146158789425447,70.357320329158270,-38.963960035462392,5.038122162328736,-4.217651522221316,3.221109016243583
16,9.910342184570004,16.294482180350805,68.346875186713618,-94.714867965921130,-4.292960225896284,4.463323949745893,-9.848319881901212
17,21.918844055743858,19.682009798401136,0.275707978584067,-71.455017519944732,-9.960374106997801,-4.011316499844739,1.469200003351265
18,75.107237933526591,37.248372437746362,-56.210249919783131,-30.693496198154563,-8.199326912209628,-2.492406949281170,2.595707281830476
19,12.046528731130762,50.465940154657417,-59.800626814567195,40.651192299070075,-2.435602788169506,-1.971771450630454,-3.042609404979803
20,74.692308223937061,-79.536447209397167,-80.552296883296478,-2.609696271688463,-9.148423541935085,4.298872438200441,1.812272462309696
21,1.925014066453356,-51.852590874281930,-94.191797149520823,-95.937848918873868,-3.570434756074838,-8.417501509286094,3.586373991008005
22,58.151584497559313,-102.069190927804783,59.627089953836418,-46.356482244033849,-2.636525340928789,6.355685498605857,-0.478114738210249
23,10.431790624677065,52.502310776531992,60.165527455045485,-34.968261189785402,4.628165542977447,2.403991991249410,5.252581895423249
24,51.899118589243834,7.277958842698631,-73.673254413786182,-96.899711025576167,3.795392633083026,8.825868571773249,-6.120663207365423
25,56.810601159805131,62.000835330552675,106.535521183185821,30.712891444250882,1.274889001119846,8.638846922940125,-5.871283548705608
26,32.281812401053159,-27.325372438215638,-32.246041866912421,7.984865823453094,-5.883941335554051,-8.110643382663111,-4.053337554840043
27,71.591762803477366,-51.283691302839578,-31.935534524689849,-70.102855623176055,4.983447457452733,-1.647098500319786,-5.375754608503513
28,83.770250479134816,31.567397728205254,69.134159223731373,46.279890452135362,-0.876925013037044,-8.848680476438080,-0.651291963521923
29,87.228968775492035,86.174082633964304,28.327895003838730,-52.410319068346439,7.493157965581029,-0.632914551104428,-1.438053896619560
30,80.006631637298440,10.866183530858228,51.585998190734117,38.811966270545277,9.967742159961904,-3.469366198338074,1.901236022935564
31,22.457173081188834,34.602852307713462,-64.475431619454014,-13.412288747162791,-8.911977066962883,3.627448366398512,4.204153556565524
32,42.801067623501567,19.130023646194669,-59.945784327719799,29.417618371569258,1.242484264858277,-5.842062369247172,3.756957516556694
33,58.293577366454102,87.128571685645611,-80.786719493659447,-76.005216803290850,-7.974934570770879,9.615643349785477,-9.437279041902009
34,19.820060818516112,4.433117748760143,-69.586273611905767,71.821714324396964,2.544240864796443,-2.680521051826097,4.084732226367339
35,11.555426272468049,103.788571836531986,-56.330164966140330,-88.072576421629378,6.131965310787503,-6.896714593423330,-4.747746614211960
36,80.117722125605283,57.222203298798661,69.566639008935340,87.514631102300328,9.371316822147660,-2.526710686640731,0.657626664676280
37,70.407109384638403,-13.155048778142431,84.967501168921501,-55.675457833410697,-5.689023486994055,-5.038289467933616,-3.327733609071621
38,61.722759615095214,-2.183165103800248,11.142976599646056,13.509488018133307,-4.351975378655292,7.168767429336002,-5.479756766471005
39,63.036993476159765,90.434364012432738,26.353370481596745,-10.480735099526861,-2.251355813817979,-8.153328548100822,-8.961158189157741
40,4.664611129740172,-15.464143668489942,87.472352044004083,98.672801650819210,-8.984450112955868,1.232542308388271,7.892050738701981
41,14.654666026815867,85.853412892812798,-59.738162420485132,-51.074766855094808,-3.282455328167040,-4.581841378999596,6.276817415155604
42,84.195731559058913,-60.469966462918762,52.795444724577258,97.485155258536750,-6.940083872937353,5.700805566588120,4.454271228882485
43,64.869613849241674,-66.202291406482161,63.865537039302048,-70.527158211759613,2.813257223790558,9.301210495069931,4.010835775033351
44,86.933411934513714,55.258978356047542,-5.374187234531228,-106.656454942096985,-3.134375681977592,-3.806496139929275,-9.846176531781483
45,60.397378020664817,55.224013069395582,-98.747583530452204,19.204173178976770,-7.019095539938067,-3.177833609326381,-4.523757406555458
46,84.658547696406430,48.458416507973865,70.701059810506521,78.673401708076241,4.484512280843791,-1.319957894844240,2.936538850744074
47,34.991014631979525,8.731865952779534,51.683610746617980,-38.671033327383931,-9.812133030225338,5.175086857492357,-8.246926250767769
48,49.942233330771579,-16.806279653381033,-70.687266353530859,49.197566294488823,-7.696915848584954,0.130550699063054,8.026521194322905
49,36.455427750198012,88.189114315123106,-34.754271502152392,-53.344716852841785,-9.456119786869012,-1.390013595504546,1.624911806118204
50,94.042008006701479,-2.265535923469382,14.484943135352358,63.304173221720205,-6.418209127801854,6.738835269840061,4.986125218011536
51,17.493687212446773,30.344169107505266,-21.281560951955626,80.241982313105254,-8.815758365735375,-8.167772307243167,2.145515854934847
52,4.944620831245230,51.770999277777790,-82.693872672792168,-70.475201799081276,-3.091703167454946,-9.928676330748264,-6.836776279828152
53,11.248786536252258,4.166382483554057,-32.395668228819623,74.054947637822792,0.916818101820754,-0.272783260904435,1.782791662424640
54,27.989757011125359,-51.169155116952318,96.577474555380775,-27.874723645386847,0.857168389779761,-0.524090607465618,1.686251991398340
55,79.074439812760048,29.879590861848264,47.515238645226027,95.830021345136004,-8.621348152634305,5.723512611797684,0.360513642733297
56,11.150431803878094,-62.842306566099467,6.162673007877902,-63.232208228841763,5.508323540221118,-4.664239030099623,7.332298912027523
57,3.763997399134250,-106.192888816629335,-91.697630434864834,39.504006743702242,-6.692907972462295,-8.504459085486358,-7.156624352053268
58,60.699406005160881,-11.553464119303495,55.867585352546328,-79.226405727080333,-2.176140442581458,6.983420177768821,-1.513182054709818
59,96.089805950853531,6.244623775479731,-27.849024594802938,57.325643282843899,-5.344555318614955,-3.817843332694975,4.049588079938871
60,67.072414328306607,78.048863307712409,-73.172733122490754,-24.910394684375373,7.866387103470005,-9.878782457034751,9.520911960733441
61,12.158509909912125,-60.779781920749016,53.227214681667597,28.856042877955417,-0.562323985710944,-2.898835585004456,-3.526491550084734
62,44.516245052050515,24.727060102337965,13.554729090466692,-79.463860944757556,3.061797038198652,6.412796019779407,8.653947532093872
63,20.834539657455370,-41.424953964462055,-93.812609525835327,-44.455103912514254,-3.497924970018247,-9.246467697810786,-6.851281701201553
64,55.960766535934326,38.349800513132259,-53.678996881956103,62.986028329157293,6.529062146592356,1.058041977957370,2.629248046553632
65,51.489138081802516,35.143953517374285,42.755249898451559,-46.563239362978635,2.332612843550769,1.761586728393708,6.287327957824355
66,20.329731739639840,-48.511432760019318,25.491494081077420,5.692085570363417,8.328043334605727,-5.097455968110891,5.984286630649242
67,46.543073532172826,-69.662772028941816,-3.115714452421019,2.049421822999781,5.226848856171704,8.939060536694887,9.616388243110148
68,59.576365131606188,74.703511276970588,10.660684767227890,-61.677405659295630,-3.185377756861927,7.275660078024583,2.663663700580428
69,68.094883793896727,22.077025923160239,0.799231963430737,-80.158038648282883,-5.975408233512187,6.340270923910560,3.701319582714844
70,36.832959677125778,2.527544621176809,-73.833345622897738,28.783810968053665,-0.435157715819219,-8.257152121343605,4.823353869335497
71,70.396087939450567,-58.523316684437923,45.865337147311905,-12.888288269338817,-7.823112398276215,-3.333295108297869,-9.271173351214397
72,20.737480511665137,48.210309038806699,-31.447425654014097,-35.852980100169034,6.193913553729728,9.181025994409744,-0.982302770909411
73,10.135535310781750,96.860780084789113,81.183912402875876,97.706413983242925,7.122198543517006,2.283922412341724,7.965012229874657
74,62.076552542752232,-41.430333515841646,-103.890027972509102,-48.255195201602042,2.585245171792936,-8.535468125701531,-5.688766265851179
75,44.840398454091101,-68.495443666655262,19.516503762214860,-74.706366233299107,-4.140165002140063,-5.644562436635423,0.192990571096172
76,5.800062560659564,-61.222233809815670,-80.667045737763132,-99.819130661732615,1.555518933669650,-8.227446397996752,-4.195053227467036
77,10.270264155077923,37.715474290605854,19.661853396138415,43.168208862181373,5.697332827456550,-7.022158455062653,3.515565939148424
78,67.506075152855601,55.537810081516938,-58.969510174411894,87.984982305067746,-2.896525178957639,-8.683971380599068,-2.542735343948221
