id,mass,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
0,33.036877872856579,-10.833052417378882,-7.093142660638024,-13.561770400620910,5.551713370915340,7.200700874645627,-0.364333236884467
1,97.873032598687928,90.830539040442360,69.098341583072909,20.601917522833823,1.948795748537211,0.977052353369604,8.341591587345649
2,34.783601809936826,-57.554150770277289,75.656565366358748,-21.216860867069560,-2.810872115316954,-7.279889438237662,1.274006036110873
3,78.660325388088424,62.851673980180351,100.928316581270025,-34.781971758536550,-3.574219719598194,9.103854209423968,4.817912153375914
4,34.552251156587694,87.479547962332290,51.839302765924522,-25.110251363245755,4.890940662664701,1.745274530583757,0.525329651467919
5,26.955555278178604,44.262076781554214,15.929551946223070,-84.005185275521768,2.208268535600570,2.600473090809425,2.800622756098808
6,39.096926237895417,-22.950951108656849,84.526891562492438,-72.124958360835294,5.245400735817328,-2.917468570845651,-7.128920761315886
7,12.196257855733467,103.322800542997172,24.961166418444886,73.968294469299821,7.435134879933969,-3.821458899976836,8.443006336951285
8,24.623811335949938,-15.570560203991249,-68.297142446480962,-64.437543012277970,8.373047399669579,-7.336484284566787,-2.345552982386559
9,15.112440569017936,-91.453203902426154,-69.060400277786741,36.070717589414897,-2.598987889130119,1.003725164827016,-8.614075736064217
10,62.175764181293872,-42.339630920188242,-97.443779689217124,38.542935819538485,-5.441283213064453,-6.952279723176508,7.328755478276271
11,32.647969420485403,-77.164774568150634,0.819732799971622,-43.898073359433219,8.542334245627531,0.087315972990952,4.553098921620349
12,65.613319583003545,43.742759236608883,-1.083191147105230,-39.510625855753730,-7.668875786954541,7.635832453391710,-1.042144632572339
13,2.208542926681070,85.086623504787852,-91.094089352030409,-54.027919158704250,-7.844932370843377,4.623507613953609,-9.646064468125743
14,29.865615410010502,75.070364712330957,-20.851004015966648,-17.734354108931747,-4.966397344333317,-7.500654396306241,-2.699871795258048
15,13.766518775030750,-16.232697573530803,7.096001359969662,-93.930426555000352,-5.501975748368760,5.228057870020896,-3.242075669713091
16,51.731218676095601,-97.839064910058170,69.809354990980381,-65.390972534263767,-9.023217183891678,2.956987502628085,7.926713476131624
17,29.236246477141794,-33.006450687716921,32.072690429411175,4.588954609261849,1.316092345576236,9.641275691472684,-6.477615742191234
18,52.369828275324672,-76.916086201330302,-19.488386685348189,70.135109281426949,3.716739573856552,-4.855746083716069,-4.926379340671999
19,6.013711798768546,83.317372200976365,46.136405280570862,42.656461734543562,-4.048437168875774,5.646973315169165,1.650340641011598
20,31.855968014544409,70.564178929769085,35.843401976236628,-107.927319826359835,8.362572543132709,5.696828515205826,-9.775865397813579
21,4.554393395474563,16.680716070978498,103.469579463450970,-34.981818629995516,1.098178521667137,5.848607430882438,6.611673954089316
22,95.942899324802070,-71.161544997593111,27.594905437980028,59.954074298676815,0.285660485386137,-9.699115191991735,-1.096616429133833
23,58.576036889921703,43.769877050982700,-80.047565298247164,-16.005926854186871,-4.563209669990513,0.998757109498213,-4.517701177009341
24,18.784335642651328,-87.543936176749909,-81.289517984370860,-41.227057474837608,4.222464158110717,-7.497841864142065,0.919012515980533
25,79.797748247386991,-58.012858657288113,58.617868517904931,-38.782629529983083,-4.012554961662447,-6.765510045362814,8.659409059675454
26,96.379610057259043,24.268312932205685,56.276057388413875,-43.794544056996941,2.049754024361104,-2.148595434599029,0.376753360778598
27,87.485378481845984,88.117922083744560,-71.343215285355726,-14.107703610147535,-7.076392704356145,1.259621526124122,7.399447043526203
28,37.366560977641583,28.809610902269824,58.646727314358792,-60.142754609587406,-2.947498187552013,-6.126770779198245,-0.655693777380817
29,32.223256454595877,-61.926933197283574,-31.061372530180787,47.383072176689957,-1.648478784625021,-8.232309247374170,7.990085490221975
30,61.730538047971152,31.160412956480638,-84.843689843464787,-48.115699736462005,7.360541885821952,3.698637193600213,-0.518591695486842
31,19.464721366912137,-48.171065466863332,4.331079290519804,-89.238859134725757,-4.116607147066574,3.065055512367957,-3.247088099911134
32,95.747258618674465,72.638230355336745,-30.129479241539837,98.983196493504707,3.002684010976431,5.888039051735278,7.646121398760071
33,20.485400783992521,78.304268249884686,-52.685570148310859,-100.403877289170381,-0.323760109488023,-1.771746231212582,-8.980834222393725
34,76.102562172160219,-36.468899741591031,-13.538408609174928,42.690139215987294,4.733644298866929,-3.064107073276721,-5.307107586296559
35,66.365598619573731,40.610856591239155,-15.122995600032727,-3.977126936553708,-3.473635931617617,9.671250709293849,-3.450377811892837
36,27.738188879366284,-98.186646297886426,30.216427710243401,-78.605265083113309,-2.615947086992043,2.854593962152943,-8.400858576369080
37,43.658341763930608,-0.806635183253547,-102.951728269389065,91.427218590877075,-4.941250667871118,-9.509736527305263,-2.070688862852480
38,15.317863795048828,-39.792121172332926,-90.375414448394409,-3.402133290824638,-1.218225729208106,-7.409239512409681,2.260041451001260
39,82.715335642437992,63.836130054034463,-41.516126215221718,-59.077389682535191,-6.861369990644280,-1.741091690012254,-3.461207909096765
40,7.530340765434404,67.197806720658747,-82.052375131907155,-41.773249736831666,-9.684136808785501,8.302814308172820,3.905553753818608
41,60.355634350434670,-65.773556302530437,-9.338171474542714,-35.764093183867125,-0.820927413304562,9.501462280801398,4.130844726046508
42,51.576751307453776,74.455705984362424,5.479485317541590,43.443482205193042,2.350965234546935,-3.292933482104466,4.157268010637913
43,73.552631469149560,81.478066620173038,-9.965556084824202,-45.660007132177924,0.693903717515063,-3.817504049070044,-7.656950278833563
44,58.183191080715055,-46.518133869837037,-49.821554388341461,-18.342253264113147,9.070154188482785,1.515950242450756,9.103273632753881
45,31.053253098387753,15.547734914029880,-41.140919017229521,-35.584304522674820,-7.889425431714002,4.711219208077983,4.623375024616515
46,32.744698035174764,-8.304755636789027,-67.432731522797695,-60.171178285394902,9.667463834681358,-0.229681884724004,-4.437751939383641
47,19.167616733794311,29.714037944698944,-22.249961789530182,107.359093755024375,-2.665870677222216,-5.406475860880325,7.619423529327827
48,95.374719760247700,-61.840487882070171,-14.173502975434914,-75.004472773344887,0.173054285629693,-3.544664131493169,2.332887888598385
49,62.250867143207330,26.245439591142766,-57.929020962174320,-48.827937345543901,6.535124583512689,4.408329798541204,-5.387950362440499
50,98.184563403491040,2.464086633689261,32.484344155781450,-89.474346054750896,-4.084223690252903,7.388548377495023,-6.807639617993778
51,16.791932427050078,-47.665267627617979,-39.073793030775008,-10.412186665751447,-8.556265464644186,-7.305900702231827,-4.933135280662688
52,58.034542056794621,-23.414579957070192,53.197768398526058,-44.972733573508293,-5.162136133733674,-6.744785187969205,2.110800702915570
53,16.560324711834483,76.347129786700492,55.977409848197134,-11.629373223335765,7.533000555588553,6.694304859643008,-4.757194178247496
54,88.413636694465680,-64.202977372870308,28.438509439537640,-16.278504095338970,-1.196227485713533,-9.865330908649653,-2.424012702164888
55,84.709231839492872,-12.358088352011981,-6.032846923513877,45.477990667980286,-5.077422633075156,6.124875082989592,-9.675859145252074
56,39.958965660134261,-77.861617879896443,23.947028721607257,86.734958322997244,8.579505740574779,-6.587608341899823,-9.042794796645678
57,94.330378544612017,88.065322853170500,-36.005358007172752,-63.233375078031131,9.882241143142755,-3.388765880024554,6.376994475432544
58,43.673404480514186,-12.022748029348733,60.928627768582722,-58.670746630709168,-3.154638155887944,-8.985818598580572,0.130151609543538
59,88.124686860356150,60.861628362810762,73.224393172746716,-42.678371477692956,8.907150085835045,-5.293586783434698,2.835269236771686
